An error has occurred. See error log for details.,发生了错误。详情请参见错误日志。,module,Magento_AdvancedCheckout
You cannot configure a product.,您不能配置的产品。,module,Magento_AdvancedCheckout
You removed the items.,将取出的物品。,module,Magento_AdvancedCheckout
You removed the item.,您删除的项目。,module,Magento_AdvancedCheckout
You added %1 to your shopping cart.,您已添加 %1 到您的购物车,module,"Magento_AdvancedCheckout,Magento_Checkout,Magento_Wishlist"
You cannot add a product.,您不能添加的产品。,module,Magento_AdvancedCheckout
Order by SKU,排序SKU,module,Magento_AdvancedCheckout
SKU not found in catalog.,SKU没有在目录中找到。,module,Magento_AdvancedCheckout
Availability: Out of stock.,库存：有货。,module,Magento_AdvancedCheckout
We don't have as many of these as you want.,我们没有因为很多这样的，只要你想。,module,Magento_AdvancedCheckout
You can't add this many to your cart.,这么多你不能添加到您的购物车。,module,Magento_AdvancedCheckout
You need to choose options for your item.,你需要选择你的项目的选择。,module,"Magento_AdvancedCheckout,Magento_ConfigurableProduct"
We can't add the item to your cart.,我们的项目不能添加到您的购物车。,module,Magento_AdvancedCheckout
"Please enter an actual number in the ""Qty"" field.",请在“数量”字段中输入实际数量。,module,Magento_AdvancedCheckout
This product is assigned to another website.,该产品被分配到另一个网站。,module,Magento_AdvancedCheckout
You can add only enabled products.,你可以只添加功能的产品。,module,Magento_AdvancedCheckout
You cannot upload this file.,你不能上传此文件。,module,Magento_AdvancedCheckout
The file is empty.,该文件是空的。,module,Magento_AdvancedCheckout
"You have not entered a product SKU. Please <a href=""%1"">click here</a> to add product(s) by SKU.","您还没有建立产品SKU，请<a href=""%1"">点击这里</a> 按SKU增加产品。",module,Magento_AdvancedCheckout
You have not entered a product SKU.,您还没有进入产品SKU。,module,Magento_AdvancedCheckout
"We can't add a product to cart by id ""%1"".",我们可以通过ID为“%1”一品不能添加到购物车。,module,Magento_AdvancedCheckout
Something went wrong while reordering this product.,在重新购买时发生了错误,module,Magento_AdvancedCheckout
We can't find this wish list.,我们无法找到此收藏清单。,module,"Magento_AdvancedCheckout,Magento_Sales"
You added %1 product to your shopping cart.,你加%1的产品到您的购物车。,module,Magento_AdvancedCheckout
You added %1 products to your shopping cart.,您添加%1的产品到您的购物车。,module,Magento_AdvancedCheckout
%1 product requires your attention.,%1产品需要您的关注。,module,Magento_AdvancedCheckout
%1 products require your attention.,%1的产品需要你的关注。,module,Magento_AdvancedCheckout
"Yes, for Specified Customer Groups",是的，对于特定客户群,module,"Magento_AdvancedCheckout,Magento_CatalogPermissions"
"Yes, for Everyone",是的，每个人,module,"Magento_AdvancedCheckout,Magento_CatalogPermissions"
No,否,module,"Magento_AdvancedCheckout,Magento_Backend,Magento_Braintree,Magento_Catalog,Magento_CatalogPermissions,Magento_CatalogRule,Magento_CatalogSearch,Magento_Config,Magento_CustomAttributeManagement,Magento_Customer,Magento_CustomerBalance,Magento_CustomerCustomAttributes,Magento_Eav,Magento_EncryptionKey,Magento_GiftCard,Magento_GiftCardAccount,Magento_GiftRegistry,Magento_GoogleTagManager,Magento_LayeredNavigation,Magento_OfflineShipping,Magento_Payment,Magento_Paypal,Magento_Reminder,Magento_Reports,Magento_Rma,Magento_Sales,Magento_SalesRule,Magento_ScalableInventory,Magento_Search,Magento_Support,Magento_UrlRewrite,Magento_Usps,Magento_Variable,Magento_VersionsCms,Magento_AdvancedSearch"
The file is corrupt.,该文件已损坏。,module,Magento_AdvancedCheckout
This file needs to be in .csv format.,该文件必须以.csv格式。,module,Magento_AdvancedCheckout
%1 item(s) need your attention.,%1项目需要你的关注。,module,Magento_AdvancedCheckout
Apply Coupon Code,应用优惠券,module,"Magento_AdvancedCheckout,Magento_Sales"
Remove Coupon Code,删除优惠券,module,"Magento_AdvancedCheckout,Magento_Sales"
"The coupon code ""%1"" is not valid.",优惠码 %1 无效,module,"Magento_AdvancedCheckout,Magento_Checkout"
Shopping Cart Items,购物车里的产品,module,"Magento_AdvancedCheckout,Magento_Checkout,Magento_GiftRegistry"
Qty,数量,module,"Magento_AdvancedCheckout,Magento_Catalog,Magento_CatalogInventory,Magento_Checkout,Magento_Customer,Magento_Downloadable,Magento_GiftRegistry,Magento_GroupedProduct,Magento_MultipleWishlist,Magento_Multishipping,Magento_Paypal,Magento_Rma,Magento_Sales,Magento_ScalableInventory,Magento_Shipping,Magento_Wishlist"
Subtotal,小计,module,"Magento_AdvancedCheckout,Magento_Bundle,Magento_Checkout,Magento_CustomerSegment,Magento_Downloadable,Magento_Multishipping,Magento_Paypal,Magento_Quote,Magento_Reports,Magento_Sales,Magento_SalesRule,Magento_Tax,Magento_SalesArchive"
Discount,折扣,module,"Magento_AdvancedCheckout,Magento_Payment,Magento_Quote,Magento_Reports,Magento_Sales,Magento_SalesRule"
Row Subtotal,行小计,module,"Magento_AdvancedCheckout,Magento_Sales"
Action,操作,module,"Magento_AdvancedCheckout,Magento_Catalog,Magento_CatalogPermissions,Magento_Cms,Magento_Customer,Magento_CustomerBalance,Magento_GiftCard,Magento_GiftCardAccount,Magento_GiftRegistry,Magento_Newsletter,Magento_Review,Magento_Rma,Magento_Sales,Magento_Shipping,Magento_Weee,Magento_AdvancedSearch,Magento_Backup,Magento_CatalogEvent,Magento_Email,Magento_GiftWrapping,Magento_Logging,Magento_Reports,Magento_SalesArchive,Magento_ScheduledImportExport,Magento_Search,Magento_Sitemap,Magento_Support,Magento_UrlRewrite,Magento_Wishlist"
No ordered items,无订单项,module,"Magento_AdvancedCheckout,Magento_Sales"
Total %1 product(s),总计 %1 产品,module,"Magento_AdvancedCheckout,Magento_Sales"
Subtotal:,小计：,module,"Magento_AdvancedCheckout,Magento_Sales"
Please select,请选择,module,"Magento_AdvancedCheckout,Magento_Customer,Magento_GiftWrapping,Magento_Sales"
Move to Wish List,移动到收藏清单,module,"Magento_AdvancedCheckout,Magento_MultipleWishlist,Magento_Sales"
No item specified.,未指定项目,module,"Magento_AdvancedCheckout,Magento_Customer"
Are you sure you want to remove this item?,你确定要删除这个项目吗？,module,"Magento_AdvancedCheckout,Magento_Customer,Magento_Wishlist"
SKU number,SKU号,module,Magento_AdvancedCheckout
Upload File,上传文件,module,Magento_AdvancedCheckout
"Your csv file must include ""sku"" and ""qty"" columns.",您的CSV文件必须包括“SKU”和“数量”栏。,module,Magento_AdvancedCheckout
Reset,重置,module,"Magento_AdvancedCheckout,Magento_Backend,Magento_Catalog,Magento_CurrencySymbol,Magento_Customer,Magento_Email,Magento_Newsletter,Magento_Tax,Magento_UrlRewrite,Magento_User"
SKU: ,SKU: ,module,Magento_AdvancedCheckout
"Only <span id=""%1_max_allowed"">%2</span> in stock","只有<span id=""%1_max_allowed"">%2</span>在库",module,Magento_AdvancedCheckout
Item,产品,module,"Magento_AdvancedCheckout,Magento_Checkout,Magento_MultipleWishlist,Magento_Multishipping,Magento_Paypal,Magento_Rma,Magento_Sales"
See price before order confirmation.,确认订单前显示价格。,module,"Magento_AdvancedCheckout,Magento_Checkout,Magento_Msrp"
What's this?,这是什么？,module,"Magento_AdvancedCheckout,Magento_Checkout,Magento_Msrp"
Incl. Tax,含税,module,"Magento_AdvancedCheckout,Magento_Checkout,Magento_GiftWrapping,Magento_Multishipping,Magento_Paypal,Magento_Sales,Magento_Shipping,Magento_Tax,Magento_Weee,Magento_ConfigurableProduct"
Excl. Tax,不含税,module,"Magento_AdvancedCheckout,Magento_Checkout,Magento_GiftWrapping,Magento_Multishipping,Magento_Sales,Magento_Tax,Magento_Weee"
Edit item parameters,编辑项目参数,module,"Magento_AdvancedCheckout,Magento_Checkout"
Edit,编辑,module,"Magento_AdvancedCheckout,Magento_Braintree,Magento_Catalog,Magento_Checkout,Magento_Cms,Magento_Customer,Magento_GiftRegistry,Magento_Integration,Magento_MultipleWishlist,Magento_Multishipping,Magento_Paypal,Magento_Review,Magento_Sales,Magento_Wishlist,Magento_AdvancedSearch,Magento_CatalogEvent,Magento_GiftWrapping,Magento_Logging,Magento_ScheduledImportExport,Magento_Search,Magento_UrlRewrite"
Remove item,删除项目,module,"Magento_AdvancedCheckout,Magento_Checkout,Magento_Multishipping,Magento_Wishlist"
Products Requiring Attention,产品需要注意,module,Magento_AdvancedCheckout
Add to Cart,添加到购物车,module,"Magento_AdvancedCheckout,Magento_Catalog,Magento_CatalogPermissions,Magento_CatalogWidget,Magento_GiftRegistry,Magento_Msrp,Magento_MultipleWishlist,Magento_Reports,Magento_Sales,Magento_Wishlist"
Sku,SKU,module,Magento_AdvancedCheckout
File,文件,module,"Magento_AdvancedCheckout,Magento_Downloadable"
File extensions allowed: .csv,文件扩展名允许：.CSV,module,Magento_AdvancedCheckout
Add Row,添加行,module,Magento_AdvancedCheckout
Remove Row,删除行,module,Magento_AdvancedCheckout
Please correct the data sent.,请更正发送的数据。,module,"Magento_AdvancedPricingImportExport,Magento_Cms,Magento_Customer"
Entity type model '%1' is not found,实体类型模型“%1”未找到,module,"Magento_AdvancedPricingImportExport,Magento_CatalogImportExport"
Entity type model must be an instance of' ' \Magento\CatalogImportExport\Model\Export\Product\Type\AbstractType,实体型模式必须是一个实例 \Magento\CatalogImportExport\Model\Export\Product\Type\AbstractType,module,"Magento_AdvancedPricingImportExport,Magento_CatalogImportExport"
There are no product types available for export,没有可以导出的产品,module,Magento_AdvancedPricingImportExport
Related Search Terms,相关搜索关键词,module,Magento_AdvancedSearch
Add New Search Term,添加新的搜索条件,module,"Magento_AdvancedSearch,Magento_Search"
Some exception,有些例外,module,Magento_Amqp
We can't find the role for the user you wanted.,我们无法找到您想要的用户的角色。,module,Magento_Authorization
Something went wrong while compiling a list of allowed resources. ' 'You can find out more in the exceptions log.,出了错，同时编制允许的资源列表。 “”你可以找到更多的例外日志。,module,Magento_Authorization
You created the order.,您已创建订单,module,"Magento_Authorizenet,Magento_Sales"
Order saving error: %1,订单保存错误: %1,module,"Magento_Authorizenet,Magento_Sales"
Please choose a payment method.,请选择支付方式,module,"Magento_Authorizenet,Magento_Checkout"
We can't process your order right now. Please try again later.,我们无法处理您的订单现在。请稍后再试。,module,Magento_Authorizenet
Cannot place order.,不能下订单。,module,"Magento_Authorizenet,Magento_Quote"
Credit Card: xxxx-%1,信用卡: xxxx-%1,module,Magento_Authorizenet
amount %1,金额 %1,module,Magento_Authorizenet
failed.,失败。,module,Magento_Authorizenet
successful.,成功的。,module,Magento_Authorizenet
Authorize.Net Transaction ID %1.,Authorize。Net事务ID %1。,module,Magento_Authorizenet
authorize,授权,module,Magento_Authorizenet
authorize and capture,授权和获取,module,Magento_Authorizenet
capture,获取,module,Magento_Authorizenet
refund,退款,module,Magento_Authorizenet
void,避免,module,Magento_Authorizenet
Gateway error: %1,网关错误: %1,module,Magento_Authorizenet
Something went wrong in the payment gateway.,支付网关出错,module,Magento_Authorizenet
Unable to get transaction details. Try again later.,无法获取交易细节。稍候再试。,module,Magento_Authorizenet
Invalid amount for capture.,获取的额度无效。,module,Magento_Authorizenet
Payment capturing error.,支付捕获出错。,module,Magento_Authorizenet
Invalid transaction ID.,无效的交易ID。,module,Magento_Authorizenet
Payment voiding error.,支付的作废出错。,module,Magento_Authorizenet
Invalid amount for refund.,退款额度无效。,module,Magento_Authorizenet
Payment refunding error.,支付的退款出错。,module,Magento_Authorizenet
The transaction was declined because the response hash validation failed.,该交易被拒绝，因为响应hash验证失败。,module,Magento_Authorizenet
This payment didn't work out because we can't find this order.,付款未完成， 因为我们找不到该订单,module,Magento_Authorizenet
There was a payment authorization error.,付款授权错误。,module,Magento_Authorizenet
Please enter a transaction ID to authorize this payment.,请输入事务ID，以授权此付款。,module,Magento_Authorizenet
Something went wrong: the paid amount doesn\'t match the order amount.' ' Please correct this and try again.,出事了：支付的金额没有按\'吨匹配的订单金额。“ “请改正这一点，再试一次。,module,Magento_Authorizenet
"Transaction %1 has been approved. Amount %2. Transaction status is ""%3""",事务%1已获批准。金额%2。交易状态为“%3”,module,Magento_Authorizenet
"Transaction %1 has been voided/declined. Transaction status is ""%2"". Amount %3.",事务%1已作废/下降。交易状态为“%2”。数额%3。,module,Magento_Authorizenet
Authorize Only,仅供授权,module,"Magento_Authorizenet,Magento_Cybersource,Magento_Eway"
Authorize and Capture,授权和获取,module,"Magento_Authorizenet,Magento_Braintree,Magento_Eway,Magento_Worldpay"
Gateway error: ,网关错误：,module,Magento_Authorizenet
Credit Card Type,信用卡类型,module,"Magento_Authorizenet,Magento_Braintree,Magento_Eway,Magento_Payment"
Credit Card Number,信用卡号码,module,"Magento_Authorizenet,Magento_Braintree,Magento_Eway,Magento_Payment"
Expiration Date,过期日期,module,"Magento_Authorizenet,Magento_Braintree,Magento_Eway,Magento_GiftCardAccount,Magento_Payment"
Card Verification Number,卡片验证号码,module,"Magento_Authorizenet,Magento_Braintree,Magento_Eway,Magento_Payment"
Fraud Detection ,欺诈检测,module,Magento_Authorizenet
FDS Filter Action,FDS筛选器操作,module,Magento_Authorizenet
AVS Response,AVS响应,module,Magento_Authorizenet
Card Code Response,卡代码响应,module,Magento_Authorizenet
CAVV Response,CAVV响应,module,Magento_Authorizenet
Fraud Filters,欺诈过滤器,module,Magento_Authorizenet
Invalid Form Key. Please refresh the page.,无效的表单密钥。请刷新页面,module,Magento_Backend
You entered an invalid Secret Key. Please refresh the page.,你输入了一个无效的密钥。请刷新页面,module,Magento_Backend
Cache Storage Management,缓存存储管理,module,Magento_Backend
Flush Magento Cache,缓存刷新,module,Magento_Backend
The cache storage may contain additional data. Are you sure that you want to flush it?,高速缓冲存储器可以包含其他数据。你确定要清空呢？,module,Magento_Backend
Flush Cache Storage,全局缓存刷新,module,Magento_Backend
Invalidated,无效的,module,Magento_Backend
Orders,订单,module,"Magento_Backend,Magento_Reports,Magento_Sales,Magento_SalesArchive"
Amounts,总量,module,Magento_Backend
Bestsellers,最畅销产品,module,"Magento_Backend,Magento_Reports"
Most Viewed Products,查看最多的产品,module,Magento_Backend
New Customers,新客户,module,"Magento_Backend,Magento_Customer"
Customer,客户,module,"Magento_Backend,Magento_Customer,Magento_CustomerCustomAttributes,Magento_CustomerSegment,Magento_Paypal,Magento_Reports,Magento_Review,Magento_Rma,Magento_Sales,Magento_MultipleWishlist,Magento_Newsletter"
Guest,访客,module,"Magento_Backend,Magento_Review,Magento_Sales,Magento_Newsletter,Magento_Reports"
Items,产品,module,"Magento_Backend,Magento_Multishipping,Magento_Reports,Magento_Rma,Magento_Sales,Magento_Checkout"
Total,总额,module,"Magento_Backend,Magento_Customer,Magento_CustomerSegment,Magento_GiftRegistry,Magento_Multishipping,Magento_Reports,Magento_Tax,Magento_Weee"
Lifetime Sales,全部销售,module,"Magento_Backend,Magento_Customer"
Average Order,平均订单价值,module,Magento_Backend
Average,平均,module,"Magento_Backend,Magento_CustomerSegment,Magento_Reports"
Views,展示数,module,"Magento_Backend,Magento_Reports"
Revenue,销售额,module,"Magento_Backend,Magento_Reports"
Tax,税,module,"Magento_Backend,Magento_CustomerSegment,Magento_Quote,Magento_Reports,Magento_Sales,Magento_Tax,Magento_Weee"
Shipping,运费,module,"Magento_Backend,Magento_CustomerSegment,Magento_Payment,Magento_Quote,Magento_Reports,Magento_Sales"
"Images (.gif, .jpg, .png)","图片 (.gif, .jpg, .png)",module,"Magento_Backend,Magento_Catalog"
"Media (.avi, .flv, .swf)","媒体 (.avi, .flv, .swf)",module,Magento_Backend
All Files,所有文本,module,"Magento_Backend,Magento_Downloadable"
